image_path,filename,category,crop,disease,treatment,is_healthy
kaggle_images/Pepper__bell___Bacterial_spot_144ae14f-dbf4-4dfa-9d47-98fb33009a48___JR_B.Spot 3364.JPG,Pepper__bell___Bacterial_spot_144ae14f-dbf4-4dfa-9d47-98fb33009a48___JR_B.Spot 3364.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_146d24cd-0c7e-458b-9f82-7b27525b04e4___JR_B.Spot 3329.JPG,Pepper__bell___Bacterial_spot_146d24cd-0c7e-458b-9f82-7b27525b04e4___JR_B.Spot 3329.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot 9039.JPG,Pepper__bell___Bacterial_spot_14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot 9039.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_14c4fd88-6d2a-4701-94ce-ab9e4b277f57___JR_B.Spot 8875.JPG,Pepper__bell___Bacterial_spot_14c4fd88-6d2a-4701-94ce-ab9e4b277f57___JR_B.Spot 8875.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_14fa67ae-6059-40e9-9eca-2c5000c1d9cd___NREC_B.Spot 9225.JPG,Pepper__bell___Bacterial_spot_14fa67ae-6059-40e9-9eca-2c5000c1d9cd___NREC_B.Spot 9225.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_15b7cf0f-46ea-4390-a902-375b5b68e3fd___JR_B.Spot 3320.JPG,Pepper__bell___Bacterial_spot_15b7cf0f-46ea-4390-a902-375b5b68e3fd___JR_B.Spot 3320.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_15f3b9e4-9127-4404-904b-173dbe878fd6___JR_B.Spot 3226.JPG,Pepper__bell___Bacterial_spot_15f3b9e4-9127-4404-904b-173dbe878fd6___JR_B.Spot 3226.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_162a3375-31e6-48f4-9b78-ab35054fb86c___JR_B.Spot 3397.JPG,Pepper__bell___Bacterial_spot_162a3375-31e6-48f4-9b78-ab35054fb86c___JR_B.Spot 3397.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_162f0add-8d7d-477f-a724-cdfc2cc7de77___NREC_B.Spot 9154.JPG,Pepper__bell___Bacterial_spot_162f0add-8d7d-477f-a724-cdfc2cc7de77___NREC_B.Spot 9154.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_168a11c9-159b-468c-a6d9-07d0b61c42c9___JR_B.Spot 3193.JPG,Pepper__bell___Bacterial_spot_168a11c9-159b-468c-a6d9-07d0b61c42c9___JR_B.Spot 3193.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1694ae00-3c5f-488c-9402-e65c70c73cf2___JR_B.Spot 3179.JPG,Pepper__bell___Bacterial_spot_1694ae00-3c5f-488c-9402-e65c70c73cf2___JR_B.Spot 3179.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_16e558e3-0aa4-472b-b393-eae1fb4fd62e___NREC_B.Spot 1875.JPG,Pepper__bell___Bacterial_spot_16e558e3-0aa4-472b-b393-eae1fb4fd62e___NREC_B.Spot 1875.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot 3384.JPG,Pepper__bell___Bacterial_spot_17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot 3384.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1732db7e-9901-46df-b20e-3ca49ff1dbad___NREC_B.Spot 1791.JPG,Pepper__bell___Bacterial_spot_1732db7e-9901-46df-b20e-3ca49ff1dbad___NREC_B.Spot 1791.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_17557939-f9e2-435a-a4e7-f4d3cff8aa8b___JR_B.Spot 3107.JPG,Pepper__bell___Bacterial_spot_17557939-f9e2-435a-a4e7-f4d3cff8aa8b___JR_B.Spot 3107.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_176a9f0a-b815-4e4d-88d4-0960610f723b___NREC_B.Spot 1820.JPG,Pepper__bell___Bacterial_spot_176a9f0a-b815-4e4d-88d4-0960610f723b___NREC_B.Spot 1820.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_17737361-6967-452a-ac5d-efebaa1d8a35___NREC_B.Spot 9127.JPG,Pepper__bell___Bacterial_spot_17737361-6967-452a-ac5d-efebaa1d8a35___NREC_B.Spot 9127.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_177e323a-7c1d-41f2-a6b3-8ea30795054f___JR_B.Spot 8941.JPG,Pepper__bell___Bacterial_spot_177e323a-7c1d-41f2-a6b3-8ea30795054f___JR_B.Spot 8941.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_178e960f-3250-4378-9783-765b65e54217___NREC_B.Spot 1881.JPG,Pepper__bell___Bacterial_spot_178e960f-3250-4378-9783-765b65e54217___NREC_B.Spot 1881.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_179067a6-1012-4a23-8f09-e413300e9f32___NREC_B.Spot 9085.JPG,Pepper__bell___Bacterial_spot_179067a6-1012-4a23-8f09-e413300e9f32___NREC_B.Spot 9085.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_17c4557b-7a8f-4ded-b11c-6c5ba3532f37___JR_B.Spot 8824.JPG,Pepper__bell___Bacterial_spot_17c4557b-7a8f-4ded-b11c-6c5ba3532f37___JR_B.Spot 8824.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot 3286.JPG,Pepper__bell___Bacterial_spot_184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot 3286.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot 3136.JPG,Pepper__bell___Bacterial_spot_186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot 3136.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot 9014.JPG,Pepper__bell___Bacterial_spot_188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot 9014.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot 9153.JPG,Pepper__bell___Bacterial_spot_18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot 9153.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG,Pepper__bell___Bacterial_spot_197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot 9000.JPG,Pepper__bell___Bacterial_spot_197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot 9000.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886.JPG,Pepper__bell___Bacterial_spot_19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148.JPG,Pepper__bell___Bacterial_spot_1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG,Pepper__bell___Bacterial_spot_1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot 1909.JPG,Pepper__bell___Bacterial_spot_1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot 1909.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot_1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1b589f92-a658-4e58-96de-db41acc411ce___JR_B.Spot 3239.JPG,Pepper__bell___Bacterial_spot_1b589f92-a658-4e58-96de-db41acc411ce___JR_B.Spot 3239.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot 9086.JPG,Pepper__bell___Bacterial_spot_1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot 9086.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052.JPG,Pepper__bell___Bacterial_spot_1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869.JPG,Pepper__bell___Bacterial_spot_1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG,Pepper__bell___Bacterial_spot_1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998.JPG,Pepper__bell___Bacterial_spot_1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot 9186.JPG,Pepper__bell___Bacterial_spot_1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot 9186.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d26f9c5-2f4e-4b1e-a7d6-a4e9584a3ab7___JR_B.Spot 8918.JPG,Pepper__bell___Bacterial_spot_1d26f9c5-2f4e-4b1e-a7d6-a4e9584a3ab7___JR_B.Spot 8918.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d2949cc-b0fa-4a29-8540-2983230c34e9___JR_B.Spot 9017.JPG,Pepper__bell___Bacterial_spot_1d2949cc-b0fa-4a29-8540-2983230c34e9___JR_B.Spot 9017.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot 9096.JPG,Pepper__bell___Bacterial_spot_1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot 9096.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d46d97c-17ae-41e2-9ac3-6a984804760e___JR_B.Spot 8825.JPG,Pepper__bell___Bacterial_spot_1d46d97c-17ae-41e2-9ac3-6a984804760e___JR_B.Spot 8825.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1d89d58f-09d2-42ee-a9dc-11e51d0a1635___JR_B.Spot 8826.JPG,Pepper__bell___Bacterial_spot_1d89d58f-09d2-42ee-a9dc-11e51d0a1635___JR_B.Spot 8826.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1e1ee82b-592b-4158-a48b-347084647492___NREC_B.Spot 9046.JPG,Pepper__bell___Bacterial_spot_1e1ee82b-592b-4158-a48b-347084647492___NREC_B.Spot 9046.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot 3308.JPG,Pepper__bell___Bacterial_spot_1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot 3308.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B.Spot 3373.JPG,Pepper__bell___Bacterial_spot_1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B.Spot 3373.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG,Pepper__bell___Bacterial_spot_1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG,Pepper__bell___Bacterial_spot_1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot 9104.JPG,Pepper__bell___Bacterial_spot_20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot 9104.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot 8908.JPG,Pepper__bell___Bacterial_spot_208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot 8908.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_20a9aed4-ba56-413d-b88d-f4491cf184b3___JR_B.Spot 3265.JPG,Pepper__bell___Bacterial_spot_20a9aed4-ba56-413d-b88d-f4491cf184b3___JR_B.Spot 3265.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG,Pepper__bell___Bacterial_spot_21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B.Spot 8837.JPG,Pepper__bell___Bacterial_spot_21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B.Spot 8837.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_221f63bc-0c34-446b-b58f-bd47917f6838___JR_B.Spot 9077.JPG,Pepper__bell___Bacterial_spot_221f63bc-0c34-446b-b58f-bd47917f6838___JR_B.Spot 9077.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot 3295.JPG,Pepper__bell___Bacterial_spot_2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot 3295.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B.Spot 3289.JPG,Pepper__bell___Bacterial_spot_22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B.Spot 3289.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_22d71c45-e246-4210-bf3a-a0ce5eeacfb5___JR_B.Spot 8888.JPG,Pepper__bell___Bacterial_spot_22d71c45-e246-4210-bf3a-a0ce5eeacfb5___JR_B.Spot 8888.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot 9117.JPG,Pepper__bell___Bacterial_spot_22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot 9117.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG,Pepper__bell___Bacterial_spot_234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot 8962.JPG,Pepper__bell___Bacterial_spot_23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot 8962.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_2414f9df-91fd-4aed-b772-bd6b5311eb0b___JR_B.Spot 3141.JPG,Pepper__bell___Bacterial_spot_2414f9df-91fd-4aed-b772-bd6b5311eb0b___JR_B.Spot 3141.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_2433614e-78d3-45ae-b719-59efb0397572___JR_B.Spot 8966.JPG,Pepper__bell___Bacterial_spot_2433614e-78d3-45ae-b719-59efb0397572___JR_B.Spot 8966.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG,Pepper__bell___Bacterial_spot_243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG,Pepper__bell___Bacterial_spot_24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot 1919.JPG,Pepper__bell___Bacterial_spot_25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot 1919.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG,Pepper__bell___Bacterial_spot_260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot_261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_264753e7-97b9-4f1e-a1c2-a9239eb691b9___JR_B.Spot 8866.JPG,Pepper__bell___Bacterial_spot_264753e7-97b9-4f1e-a1c2-a9239eb691b9___JR_B.Spot 8866.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot 3375.JPG,Pepper__bell___Bacterial_spot_2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot 3375.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot 9222.JPG,Pepper__bell___Bacterial_spot_26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot 9222.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG,Pepper__bell___Bacterial_spot_26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG,Pepper__bell___Bacterial_spot_2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_27388bbc-c768-427c-94d4-c195af364507___JR_B.Spot 8935.JPG,Pepper__bell___Bacterial_spot_27388bbc-c768-427c-94d4-c195af364507___JR_B.Spot 8935.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot 3319.JPG,Pepper__bell___Bacterial_spot_276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot 3319.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG,Pepper__bell___Bacterial_spot_28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot 3111.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot 9074.JPG,Pepper__bell___Bacterial_spot_284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot 9074.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
kaggle_images/Pepper__bell___Bacterial_spot_286c3d56-edde-4185-89f2-048ee0e7d6aa___JR_B.Spot 3287.JPG,Pepper__bell___Bacterial_spot_286c3d56-edde-4185-89f2-048ee0e7d6aa___JR_B.Spot 3287.JPG,Pepper__bell___Bacterial_spot,Pepper__bell,Bacterial_spot,Consult agricultural expert,False
